"Date";"Medicine Name";"Quantity Sold";"Government Ceiling Price ($)";"Industry Selling Price ($)";"Price per Unit ($)";"Discount (%)";"Taxes (%)";"Demand Level"
"2024-11-19";"Fexofenadine";59;0.5;0.46;0.46;6;8;"Low"
"2024-11-19";"Metformin";83;0.9;0.81;0.81;6;10;"Low"
"2024-11-19";"Glimepiride";75;1.1;1.02;1.02;10;8;"Low"
"2024-11-19";"Sitagliptin";11;1.6;1.38;1.38;12;8;"High"
"2024-11-19";"Pioglitazone";50;1.2;1.13;1.13;14;12;"Medium"
"2024-11-19";"Omeprazole";38;0.7;0.68;0.68;5;10;"Medium"
"2024-11-19";"Losartan";54;1.0;0.99;0.99;10;8;"High"
"2024-11-19";"Levothyroxine";62;0.8;0.69;0.69;6;12;"Medium"
"2024-11-20";"Paracetamol";46;0.55;0.51;0.51;15;9;"Medium"
"2024-11-20";"Ibuprofen";10;0.75;0.69;0.69;3;10;"Medium"
"2024-11-20";"Aspirin";34;0.6;0.52;0.52;0;8;"High"
"2024-11-20";"Naproxen";69;0.85;0.76;0.76;12;13;"Medium"
"2024-11-20";"Diclofenac";73;0.9;0.88;0.88;1;8;"Medium"
"2024-11-20";"Amoxicillin";99;1.3;1.2;1.2;3;14;"Medium"
"2024-11-20";"Azithromycin";62;1.5;1.32;1.32;6;11;"Medium"
"2024-11-20";"Ciprofloxacin";20;1.4;1.36;1.36;1;9;"Medium"
"2024-11-20";"Doxycycline";87;1.2;1.17;1.17;3;13;"High"
"2024-11-20";"Cetrizine";13;0.4;0.37;0.37;2;9;"Medium"
"2024-11-20";"Loratadine";12;0.45;0.41;0.41;5;5;"Medium"
"2024-11-20";"Fexofenadine";82;0.5;0.43;0.43;5;10;"Medium"
"2024-11-20";"Metformin";27;0.9;0.78;0.78;6;11;"Medium"
"2024-11-20";"Glimepiride";38;1.1;0.97;0.97;5;10;"High"
"2024-11-20";"Sitagliptin";99;1.6;1.39;1.39;11;12;"High"
"2024-11-20";"Pioglitazone";100;1.2;1.06;1.06;13;7;"Medium"
"2024-11-20";"Omeprazole";30;0.7;0.68;0.68;1;6;"High"
"2024-11-20";"Losartan";73;1.0;0.93;0.93;6;6;"Low"
"2024-11-20";"Levothyroxine";73;0.8;0.73;0.73;14;9;"High"
"2024-11-21";"Paracetamol";51;0.55;0.5;0.5;0;12;"Low"
"2024-11-21";"Ibuprofen";15;0.75;0.65;0.65;9;9;"High"
"2024-11-21";"Aspirin";22;0.6;0.53;0.53;7;9;"Low"
"2024-11-21";"Naproxen";96;0.85;0.79;0.79;7;6;"Low"
"2024-11-21";"Diclofenac";38;0.9;0.77;0.77;7;9;"Low"
"2024-11-21";"Amoxicillin";70;1.3;1.24;1.24;0;10;"Low"
"2024-11-21";"Azithromycin";26;1.5;1.46;1.46;7;13;"Medium"
"2024-11-21";"Ciprofloxacin";21;1.4;1.21;1.21;13;15;"Low"
"2024-11-21";"Doxycycline";53;1.2;1.08;1.08;15;9;"High"
"2024-11-21";"Cetrizine";58;0.4;0.36;0.36;15;9;"Medium"
"2024-11-21";"Loratadine";76;0.45;0.44;0.44;5;14;"Medium"
"2024-11-21";"Fexofenadine";37;0.5;0.46;0.46;8;7;"Medium"
"2024-11-21";"Metformin";26;0.9;0.78;0.78;12;13;"High"
"2024-11-21";"Glimepiride";23;1.1;1.02;1.02;9;6;"High"
"2024-11-21";"Sitagliptin";46;1.6;1.51;1.51;12;6;"Medium"
"2024-11-21";"Pioglitazone";18;1.2;1.05;1.05;10;10;"Medium"
"2024-11-21";"Omeprazole";23;0.7;0.67;0.67;9;7;"Low"
"2024-11-21";"Losartan";98;1.0;0.94;0.94;9;10;"High"
"2024-11-21";"Levothyroxine";49;0.8;0.75;0.75;9;11;"Low"
"2024-11-22";"Paracetamol";15;0.55;0.52;0.52;7;7;"High"
"2024-11-22";"Ibuprofen";67;0.75;0.68;0.68;11;10;"Medium"
"2024-11-22";"Aspirin";84;0.6;0.51;0.51;8;11;"Medium"
"2024-11-22";"Naproxen";92;0.85;0.73;0.73;1;6;"Low"
"2024-11-22";"Diclofenac";55;0.9;0.83;0.83;1;11;"Low"
"2024-11-22";"Amoxicillin";22;1.3;1.25;1.25;10;9;"Low"
"2024-11-22";"Azithromycin";17;1.5;1.38;1.38;15;9;"High"
"2024-11-22";"Ciprofloxacin";71;1.4;1.35;1.35;7;15;"Medium"
"2024-11-22";"Doxycycline";54;1.2;1.09;1.09;0;5;"High"
"2024-11-22";"Cetrizine";79;0.4;0.38;0.38;7;12;"Medium"
"2024-11-22";"Loratadine";72;0.45;0.41;0.41;6;15;"Low"
"2024-11-22";"Fexofenadine";49;0.5;0.43;0.43;12;6;"Medium"
"2024-11-22";"Metformin";33;0.9;0.79;0.79;10;13;"Medium"
"2024-11-22";"Glimepiride";70;1.1;1.03;1.03;2;5;"Low"
"2024-11-22";"Sitagliptin";16;1.6;1.57;1.57;7;13;"Medium"
"2024-11-22";"Pioglitazone";89;1.2;1.18;1.18;13;7;"Medium"
"2024-11-22";"Omeprazole";71;0.7;0.6;0.6;2;7;"Medium"
"2024-11-22";"Losartan";10;1.0;0.97;0.97;3;14;"High"
"2024-11-22";"Levothyroxine";63;0.8;0.72;0.72;10;14;"Medium"
"2024-11-23";"Paracetamol";36;0.55;0.51;0.51;1;14;"Medium"
"2024-11-23";"Ibuprofen";80;0.75;0.68;0.68;9;11;"Medium"
"2024-11-23";"Aspirin";17;0.6;0.55;0.55;14;15;"High"
"2024-11-23";"Naproxen";49;0.85;0.83;0.83;14;7;"High"
"2024-11-23";"Diclofenac";69;0.9;0.89;0.89;0;11;"Medium"
"2024-11-23";"Amoxicillin";70;1.3;1.27;1.27;5;9;"Medium"
"2024-11-23";"Azithromycin";25;1.5;1.35;1.35;13;6;"Low"
"2024-11-23";"Ciprofloxacin";93;1.4;1.23;1.23;7;9;"High"
"2024-11-23";"Doxycycline";100;1.2;1.16;1.16;8;8;"High"
"2024-11-23";"Cetrizine";43;0.4;0.35;0.35;6;13;"Low"
"2024-11-23";"Loratadine";68;0.45;0.39;0.39;4;6;"Medium"
"2024-11-23";"Fexofenadine";33;0.5;0.45;0.45;0;12;"High"
"2024-11-23";"Metformin";24;0.9;0.83;0.83;7;6;"Low"
"2024-11-23";"Glimepiride";25;1.1;0.96;0.96;13;6;"Medium"
"2024-11-23";"Sitagliptin";57;1.6;1.47;1.47;7;14;"Low"
"2024-11-23";"Pioglitazone";75;1.2;1.05;1.05;7;8;"Low"
"2024-11-23";"Omeprazole";65;0.7;0.6;0.6;4;11;"High"
"2024-11-23";"Losartan";76;1.0;0.94;0.94;0;13;"Low"
"2024-11-23";"Levothyroxine";19;0.8;0.8;0.8;8;6;"Low"
"2024-11-24";"Paracetamol";21;0.55;0.5;0.5;8;15;"Low"
"2024-11-24";"Ibuprofen";84;0.75;0.74;0.74;9;14;"High"
"2024-11-24";"Aspirin";64;0.6;0.55;0.55;5;8;"Medium"
"2024-11-24";"Naproxen";73;0.85;0.78;0.78;2;15;"Medium"
"2024-11-24";"Diclofenac";58;0.9;0.89;0.89;6;5;"High"
"2024-11-24";"Amoxicillin";51;1.3;1.23;1.23;8;7;"High"
"2024-11-24";"Azithromycin";18;1.5;1.36;1.36;12;8;"Medium"
"2024-11-24";"Ciprofloxacin";82;1.4;1.37;1.37;12;13;"High"
"2024-11-24";"Doxycycline";52;1.2;1.1;1.1;9;12;"High"
"2024-11-24";"Cetrizine";95;0.4;0.34;0.34;15;12;"High"
"2024-11-24";"Loratadine";16;0.45;0.44;0.44;4;7;"High"
"2024-11-24";"Fexofenadine";14;0.5;0.48;0.48;1;13;"Low"
"2024-11-24";"Metformin";54;0.9;0.9;0.9;7;8;"Low"
"2024-11-24";"Glimepiride";95;1.1;1.1;1.1;4;10;"Low"
"2024-11-24";"Sitagliptin";51;1.6;1.4;1.4;14;12;"Medium"
"2024-11-24";"Pioglitazone";26;1.2;1.08;1.08;0;14;"Low"
"2024-11-24";"Omeprazole";29;0.7;0.61;0.61;1;13;"High"
"2024-11-24";"Losartan";28;1.0;0.94;0.94;6;9;"Medium"
"2024-11-24";"Levothyroxine";58;0.8;0.8;0.8;1;11;"Medium"
"2024-11-25";"Paracetamol";74;0.55;0.52;0.52;4;7;"Medium"
"2024-11-25";"Ibuprofen";24;0.75;0.66;0.66;4;13;"Low"
"2024-11-25";"Aspirin";41;0.6;0.53;0.53;0;7;"Medium"
"2024-11-25";"Naproxen";50;0.85;0.81;0.81;11;14;"Medium"
"2024-11-25";"Diclofenac";52;0.9;0.89;0.89;14;12;"Medium"
"2024-11-25";"Amoxicillin";97;1.3;1.24;1.24;14;11;"High"
"2024-11-25";"Azithromycin";79;1.5;1.28;1.28;5;7;"Medium"
"2024-11-25";"Ciprofloxacin";12;1.4;1.22;1.22;2;14;"Low"
"2024-11-25";"Doxycycline";11;1.2;1.14;1.14;6;13;"Low"
"2024-11-25";"Cetrizine";41;0.4;0.39;0.39;4;13;"Low"
"2024-11-25";"Loratadine";34;0.45;0.39;0.39;10;13;"High"
"2024-11-25";"Fexofenadine";16;0.5;0.44;0.44;0;14;"High"
"2024-11-25";"Metformin";30;0.9;0.88;0.88;9;13;"Low"
"2024-11-25";"Glimepiride";37;1.1;1.0;1.0;6;12;"High"
"2024-11-25";"Sitagliptin";59;1.6;1.43;1.43;11;8;"High"
"2024-11-25";"Pioglitazone";39;1.2;1.04;1.04;12;12;"Low"
"2024-11-25";"Omeprazole";53;0.7;0.66;0.66;14;13;"Medium"
"2024-11-25";"Losartan";45;1.0;0.86;0.86;4;12;"Low"
"2024-11-25";"Levothyroxine";85;0.8;0.7;0.7;15;6;"High"
"2024-11-26";"Paracetamol";13;0.55;0.51;0.51;6;11;"High"
"2024-11-26";"Ibuprofen";98;0.75;0.69;0.69;1;15;"Low"
"2024-11-26";"Aspirin";46;0.6;0.58;0.58;0;7;"Low"
"2024-11-26";"Naproxen";79;0.85;0.75;0.75;11;7;"High"
"2024-11-26";"Diclofenac";50;0.9;0.79;0.79;13;12;"Low"
"2024-11-26";"Amoxicillin";18;1.3;1.11;1.11;1;8;"High"
"2024-11-26";"Azithromycin";28;1.5;1.32;1.32;9;14;"Medium"
"2024-11-26";"Ciprofloxacin";74;1.4;1.32;1.32;9;13;"High"
"2024-11-26";"Doxycycline";12;1.2;1.16;1.16;1;6;"High"
"2024-11-26";"Cetrizine";84;0.4;0.34;0.34;15;10;"High"
"2024-11-26";"Loratadine";18;0.45;0.43;0.43;11;8;"Medium"
"2024-11-26";"Fexofenadine";72;0.5;0.46;0.46;0;13;"Low"
"2024-11-26";"Metformin";90;0.9;0.82;0.82;7;9;"High"
"2024-11-26";"Glimepiride";73;1.1;1.07;1.07;8;11;"High"
"2024-11-26";"Sitagliptin";53;1.6;1.36;1.36;6;6;"High"
"2024-11-26";"Pioglitazone";60;1.2;1.1;1.1;15;14;"Medium"
"2024-11-26";"Omeprazole";65;0.7;0.64;0.64;12;5;"Low"
"2024-11-26";"Losartan";37;1.0;0.89;0.89;1;12;"Medium"
"2024-11-26";"Levothyroxine";54;0.8;0.75;0.75;14;12;"High"
"2024-11-27";"Paracetamol";71;0.55;0.49;0.49;8;7;"Medium"
"2024-11-27";"Ibuprofen";26;0.75;0.72;0.72;1;15;"High"
"2024-11-27";"Aspirin";34;0.6;0.59;0.59;13;15;"Medium"
"2024-11-27";"Naproxen";66;0.85;0.81;0.81;14;7;"High"
"2024-11-27";"Diclofenac";84;0.9;0.8;0.8;8;14;"Low"
"2024-11-27";"Amoxicillin";74;1.3;1.21;1.21;3;12;"Low"
"2024-11-27";"Azithromycin";37;1.5;1.37;1.37;2;10;"Low"
"2024-11-27";"Ciprofloxacin";44;1.4;1.21;1.21;9;11;"High"
"2024-11-27";"Doxycycline";58;1.2;1.17;1.17;0;8;"Low"
"2024-11-27";"Cetrizine";36;0.4;0.37;0.37;0;13;"Low"
"2024-11-27";"Loratadine";21;0.45;0.43;0.43;9;9;"Low"
"2024-11-27";"Fexofenadine";68;0.5;0.43;0.43;14;8;"Medium"
"2024-11-27";"Metformin";72;0.9;0.82;0.82;10;12;"Low"
"2024-11-27";"Glimepiride";91;1.1;1.08;1.08;13;14;"High"
"2024-11-27";"Sitagliptin";16;1.6;1.41;1.41;5;13;"Medium"
"2024-11-27";"Pioglitazone";90;1.2;1.2;1.2;10;9;"Medium"
"2024-11-27";"Omeprazole";10;0.7;0.6;0.6;15;15;"High"
"2024-11-27";"Losartan";12;1.0;0.96;0.96;14;10;"High"
"2024-11-27";"Levothyroxine";12;0.8;0.72;0.72;10;9;"High"
"2024-11-28";"Paracetamol";45;0.55;0.47;0.47;10;14;"Low"
"2024-11-28";"Ibuprofen";63;0.75;0.7;0.7;8;12;"Low"
"2024-11-28";"Aspirin";54;0.6;0.51;0.51;2;12;"Medium"
"2024-11-28";"Naproxen";25;0.85;0.78;0.78;11;10;"High"
"2024-11-28";"Diclofenac";62;0.9;0.86;0.86;15;14;"High"
"2024-11-28";"Amoxicillin";61;1.3;1.27;1.27;10;15;"Medium"
"2024-11-28";"Azithromycin";78;1.5;1.45;1.45;11;7;"Low"
"2024-11-28";"Ciprofloxacin";88;1.4;1.39;1.39;1;13;"Low"
"2024-11-28";"Doxycycline";84;1.2;1.11;1.11;13;5;"Low"
"2024-11-28";"Cetrizine";20;0.4;0.34;0.34;6;9;"High"
"2024-11-28";"Loratadine";58;0.45;0.4;0.4;13;10;"Medium"
"2024-11-28";"Fexofenadine";88;0.5;0.46;0.46;11;12;"Medium"
"2024-11-28";"Metformin";23;0.9;0.77;0.77;2;14;"Medium"
"2024-11-28";"Glimepiride";73;1.1;0.99;0.99;4;15;"Medium"
"2024-11-28";"Sitagliptin";63;1.6;1.38;1.38;14;12;"Low"
"2024-11-28";"Pioglitazone";98;1.2;1.1;1.1;13;5;"Low"
"2024-11-28";"Omeprazole";25;0.7;0.67;0.67;11;8;"High"
"2024-11-28";"Losartan";91;1.0;0.88;0.88;9;9;"Low"
"2024-11-28";"Levothyroxine";30;0.8;0.74;0.74;15;12;"Low"
"2024-11-29";"Paracetamol";40;0.55;0.49;0.49;5;15;"High"
"2024-11-29";"Ibuprofen";23;0.75;0.74;0.74;14;9;"Low"
"2024-11-29";"Aspirin";21;0.6;0.54;0.54;15;9;"High"
"2024-11-29";"Naproxen";64;0.85;0.74;0.74;10;14;"Medium"
"2024-11-29";"Diclofenac";88;0.9;0.78;0.78;0;10;"High"
"2024-11-29";"Amoxicillin";62;1.3;1.18;1.18;2;5;"High"
"2024-11-29";"Azithromycin";41;1.5;1.42;1.42;2;13;"High"
"2024-11-29";"Ciprofloxacin";15;1.4;1.29;1.29;9;12;"High"
"2024-11-29";"Doxycycline";42;1.2;1.15;1.15;0;10;"High"
"2024-11-29";"Cetrizine";93;0.4;0.37;0.37;6;7;"High"
"2024-11-29";"Loratadine";79;0.45;0.4;0.4;2;6;"Medium"
"2024-11-29";"Fexofenadine";61;0.5;0.46;0.46;11;13;"Low"
"2024-11-29";"Metformin";82;0.9;0.86;0.86;12;8;"High"
"2024-11-29";"Glimepiride";69;1.1;1.01;1.01;14;10;"High"
"2024-11-29";"Sitagliptin";82;1.6;1.55;1.55;11;5;"Medium"
"2024-11-29";"Pioglitazone";80;1.2;1.12;1.12;6;14;"High"
"2024-11-29";"Omeprazole";26;0.7;0.67;0.67;5;6;"High"
"2024-11-29";"Losartan";55;1.0;0.86;0.86;0;11;"High"
"2024-11-29";"Levothyroxine";21;0.8;0.69;0.69;14;7;"Medium"
"2024-11-30";"Paracetamol";95;0.55;0.5;0.5;3;6;"High"
"2024-11-30";"Ibuprofen";52;0.75;0.67;0.67;5;15;"Low"
"2024-11-30";"Aspirin";56;0.6;0.53;0.53;15;10;"High"
"2024-11-30";"Naproxen";31;0.85;0.74;0.74;5;13;"High"
"2024-11-30";"Diclofenac";98;0.9;0.78;0.78;12;8;"Low"
"2024-11-30";"Amoxicillin";68;1.3;1.14;1.14;10;13;"High"
"2024-11-30";"Azithromycin";38;1.5;1.29;1.29;15;9;"Low"
"2024-11-30";"Ciprofloxacin";72;1.4;1.23;1.23;12;13;"Low"
"2024-11-30";"Doxycycline";33;1.2;1.09;1.09;0;11;"High"
"2024-11-30";"Cetrizine";72;0.4;0.37;0.37;10;9;"High"
"2024-11-30";"Loratadine";94;0.45;0.44;0.44;2;8;"High"
"2024-11-30";"Fexofenadine";29;0.5;0.48;0.48;7;9;"Low"
"2024-11-30";"Metformin";28;0.9;0.78;0.78;2;8;"Low"
"2024-11-30";"Glimepiride";81;1.1;1.03;1.03;9;8;"Low"
"2024-11-30";"Sitagliptin";87;1.6;1.55;1.55;15;12;"Low"
"2024-11-30";"Pioglitazone";83;1.2;1.19;1.19;2;12;"High"
"2024-11-30";"Omeprazole";53;0.7;0.66;0.66;3;7;"Medium"
"2024-11-30";"Losartan";80;1.0;0.86;0.86;12;5;"Low"
"2024-11-30";"Levothyroxine";91;0.8;0.71;0.71;1;11;"High"
"2024-12-01";"Paracetamol";90;0.55;0.5;0.5;3;7;"High"
"2024-12-01";"Ibuprofen";43;0.75;0.69;0.69;10;14;"High"
"2024-12-01";"Aspirin";79;0.6;0.59;0.59;0;13;"High"
"2024-12-01";"Naproxen";64;0.85;0.78;0.78;4;5;"High"
"2024-12-01";"Diclofenac";47;0.9;0.78;0.78;7;9;"High"
"2024-12-01";"Amoxicillin";60;1.3;1.21;1.21;9;10;"Low"
"2024-12-01";"Azithromycin";37;1.5;1.4;1.4;14;14;"Medium"
"2024-12-01";"Ciprofloxacin";41;1.4;1.39;1.39;15;7;"Medium"
"2024-12-01";"Doxycycline";51;1.2;1.03;1.03;2;14;"High"
"2024-12-01";"Cetrizine";43;0.4;0.38;0.38;0;15;"Low"
"2024-12-01";"Loratadine";96;0.45;0.43;0.43;7;11;"Medium"
"2024-12-01";"Fexofenadine";36;0.5;0.47;0.47;6;14;"Low"
"2024-12-01";"Metformin";74;0.9;0.78;0.78;15;6;"Medium"
"2024-12-01";"Glimepiride";97;1.1;1.09;1.09;10;7;"Medium"
"2024-12-01";"Sitagliptin";58;1.6;1.44;1.44;7;6;"Medium"
"2024-12-01";"Pioglitazone";72;1.2;1.2;1.2;13;8;"High"
"2024-12-01";"Omeprazole";13;0.7;0.65;0.65;7;7;"Low"
"2024-12-01";"Losartan";95;1.0;0.93;0.93;5;15;"Low"
"2024-12-01";"Levothyroxine";99;0.8;0.7;0.7;9;13;"Low"
"2024-12-02";"Paracetamol";17;0.55;0.54;0.54;1;7;"Low"
"2024-12-02";"Ibuprofen";83;0.75;0.73;0.73;2;10;"High"
"2024-12-02";"Aspirin";25;0.6;0.54;0.54;7;10;"High"
"2024-12-02";"Naproxen";37;0.85;0.8;0.8;13;7;"Low"
"2024-12-02";"Diclofenac";72;0.9;0.84;0.84;15;13;"Low"
"2024-12-02";"Amoxicillin";68;1.3;1.26;1.26;7;9;"Medium"
"2024-12-02";"Azithromycin";33;1.5;1.35;1.35;5;15;"Low"
"2024-12-02";"Ciprofloxacin";97;1.4;1.37;1.37;12;11;"Low"
"2024-12-02";"Doxycycline";33;1.2;1.06;1.06;10;5;"Medium"
"2024-12-02";"Cetrizine";100;0.4;0.39;0.39;5;8;"Medium"
"2024-12-02";"Loratadine";52;0.45;0.42;0.42;11;13;"High"
"2024-12-02";"Fexofenadine";40;0.5;0.49;0.49;1;11;"Low"
"2024-12-02";"Metformin";29;0.9;0.85;0.85;8;13;"High"
"2024-12-02";"Glimepiride";40;1.1;0.99;0.99;0;11;"High"
"2024-12-02";"Sitagliptin";46;1.6;1.5;1.5;2;7;"Low"
"2024-12-02";"Pioglitazone";94;1.2;1.07;1.07;3;9;"Medium"
"2024-12-02";"Omeprazole";72;0.7;0.65;0.65;11;12;"High"
"2024-12-02";"Losartan";21;1.0;0.97;0.97;11;12;"Low"
"2024-12-02";"Levothyroxine";54;0.8;0.79;0.79;8;6;"Medium"
"2024-12-03";"Paracetamol";36;0.55;0.51;0.51;1;13;"High"
"2024-12-03";"Ibuprofen";80;0.75;0.71;0.71;10;6;"High"
"2024-12-03";"Aspirin";36;0.6;0.58;0.58;2;6;"Medium"
"2024-12-03";"Naproxen";66;0.85;0.78;0.78;3;8;"Medium"
"2024-12-03";"Diclofenac";77;0.9;0.78;0.78;3;12;"Medium"
"2024-12-03";"Amoxicillin";76;1.3;1.27;1.27;0;11;"Medium"
"2024-12-03";"Azithromycin";52;1.5;1.31;1.31;2;5;"High"
"2024-12-03";"Ciprofloxacin";56;1.4;1.2;1.2;5;8;"Low"
"2024-12-03";"Doxycycline";32;1.2;1.11;1.11;12;10;"Low"
"2024-12-03";"Cetrizine";39;0.4;0.34;0.34;14;5;"High"
"2024-12-03";"Loratadine";97;0.45;0.43;0.43;11;15;"Medium"
"2024-12-03";"Fexofenadine";71;0.5;0.45;0.45;10;7;"Low"
"2024-12-03";"Metformin";48;0.9;0.84;0.84;2;6;"Medium"
"2024-12-03";"Glimepiride";82;1.1;1.01;1.01;5;11;"Low"
"2024-12-03";"Sitagliptin";25;1.6;1.52;1.52;13;14;"Medium"
"2024-12-03";"Pioglitazone";75;1.2;1.08;1.08;9;5;"Medium"
"2024-12-03";"Omeprazole";49;0.7;0.63;0.63;8;10;"Medium"
"2024-12-03";"Losartan";31;1.0;0.99;0.99;2;5;"Medium"
"2024-12-03";"Levothyroxine";62;0.8;0.79;0.79;12;11;"Medium"
"2024-12-04";"Paracetamol";96;0.55;0.53;0.53;6;8;"Low"
"2024-12-04";"Ibuprofen";96;0.75;0.72;0.72;8;9;"High"
"2024-12-04";"Aspirin";41;0.6;0.54;0.54;6;7;"High"
"2024-12-04";"Naproxen";95;0.85;0.78;0.78;8;13;"Low"
"2024-12-04";"Diclofenac";31;0.9;0.89;0.89;13;15;"Low"
"2024-12-04";"Amoxicillin";46;1.3;1.29;1.29;1;10;"High"
"2024-12-04";"Azithromycin";60;1.5;1.49;1.49;13;11;"Medium"
"2024-12-04";"Ciprofloxacin";57;1.4;1.37;1.37;8;5;"High"
"2024-12-04";"Doxycycline";93;1.2;1.06;1.06;6;11;"High"
"2024-12-04";"Cetrizine";20;0.4;0.38;0.38;4;14;"Medium"
"2024-12-04";"Loratadine";17;0.45;0.4;0.4;15;10;"Medium"
"2024-12-04";"Fexofenadine";19;0.5;0.43;0.43;1;7;"High"
"2024-12-04";"Metformin";12;0.9;0.77;0.77;14;10;"Low"
"2024-12-04";"Glimepiride";36;1.1;0.94;0.94;13;5;"High"
"2024-12-04";"Sitagliptin";14;1.6;1.38;1.38;8;11;"High"
"2024-12-04";"Pioglitazone";76;1.2;1.07;1.07;12;8;"Medium"
"2024-12-04";"Omeprazole";47;0.7;0.66;0.66;14;6;"Low"
"2024-12-04";"Losartan";29;1.0;0.92;0.92;10;11;"Medium"
"2024-12-04";"Levothyroxine";53;0.8;0.72;0.72;4;6;"High"
"2024-12-05";"Paracetamol";15;0.55;0.54;0.54;8;7;"Low"
"2024-12-05";"Ibuprofen";71;0.75;0.74;0.74;2;12;"High"
"2024-12-05";"Aspirin";12;0.6;0.58;0.58;8;13;"Low"
"2024-12-05";"Naproxen";64;0.85;0.82;0.82;15;7;"Medium"
"2024-12-05";"Diclofenac";61;0.9;0.88;0.88;1;15;"Low"
"2024-12-05";"Amoxicillin";39;1.3;1.27;1.27;4;6;"Low"
"2024-12-05";"Azithromycin";100;1.5;1.44;1.44;1;6;"Medium"
"2024-12-05";"Ciprofloxacin";14;1.4;1.37;1.37;1;6;"Low"
"2024-12-05";"Doxycycline";11;1.2;1.17;1.17;4;15;"Medium"
"2024-12-05";"Cetrizine";55;0.4;0.38;0.38;6;8;"Medium"
"2024-12-05";"Loratadine";53;0.45;0.39;0.39;3;13;"High"
"2024-12-05";"Fexofenadine";46;0.5;0.45;0.45;1;14;"Medium"
"2024-12-05";"Metformin";80;0.9;0.82;0.82;1;10;"Medium"
"2024-12-05";"Glimepiride";25;1.1;1.04;1.04;6;11;"Low"
"2024-12-05";"Sitagliptin";65;1.6;1.48;1.48;5;9;"High"
"2024-12-05";"Pioglitazone";13;1.2;1.08;1.08;11;12;"High"
"2024-12-05";"Omeprazole";42;0.7;0.64;0.64;8;13;"Medium"
"2024-12-05";"Losartan";54;1.0;0.95;0.95;15;5;"Medium"
"2024-12-05";"Levothyroxine";26;0.8;0.7;0.7;8;9;"High"
"2024-12-06";"Paracetamol";67;0.55;0.51;0.51;8;8;"Low"
"2024-12-06";"Ibuprofen";51;0.75;0.7;0.7;8;6;"Low"
"2024-12-06";"Aspirin";24;0.6;0.53;0.53;5;13;"Medium"
"2024-12-06";"Naproxen";60;0.85;0.76;0.76;11;5;"Low"
"2024-12-06";"Diclofenac";29;0.9;0.83;0.83;6;13;"Low"
"2024-12-06";"Amoxicillin";86;1.3;1.17;1.17;2;8;"Low"
"2024-12-06";"Azithromycin";71;1.5;1.48;1.48;5;10;"Medium"
"2024-12-06";"Ciprofloxacin";22;1.4;1.3;1.3;13;7;"High"
"2024-12-06";"Doxycycline";33;1.2;1.05;1.05;4;10;"Low"
"2024-12-06";"Cetrizine";23;0.4;0.36;0.36;7;10;"Medium"
"2024-12-06";"Loratadine";51;0.45;0.41;0.41;1;15;"High"
"2024-12-06";"Fexofenadine";89;0.5;0.44;0.44;10;9;"Low"
"2024-12-06";"Metformin";13;0.9;0.89;0.89;5;14;"High"
"2024-12-06";"Glimepiride";84;1.1;1.0;1.0;2;7;"Low"
"2024-12-06";"Sitagliptin";99;1.6;1.54;1.54;1;8;"High"
"2024-12-06";"Pioglitazone";41;1.2;1.03;1.03;11;5;"Low"
"2024-12-06";"Omeprazole";43;0.7;0.6;0.6;0;10;"Low"
"2024-12-06";"Losartan";60;1.0;0.97;0.97;8;14;"Low"
"2024-12-06";"Levothyroxine";49;0.8;0.79;0.79;12;15;"Low"
"2024-12-07";"Paracetamol";63;0.55;0.49;0.49;14;9;"Low"
"2024-12-07";"Ibuprofen";22;0.75;0.75;0.75;14;5;"High"
"2024-12-07";"Aspirin";81;0.6;0.53;0.53;3;8;"Low"
"2024-12-07";"Naproxen";30;0.85;0.79;0.79;7;15;"High"
"2024-12-07";"Diclofenac";99;0.9;0.79;0.79;8;10;"High"
"2024-12-07";"Amoxicillin";31;1.3;1.11;1.11;0;12;"Low"
"2024-12-07";"Azithromycin";76;1.5;1.42;1.42;4;14;"High"
"2024-12-07";"Ciprofloxacin";28;1.4;1.21;1.21;11;10;"Low"
"2024-12-07";"Doxycycline";46;1.2;1.08;1.08;11;11;"Medium"
"2024-12-07";"Cetrizine";79;0.4;0.38;0.38;1;5;"Medium"
"2024-12-07";"Loratadine";17;0.45;0.44;0.44;7;7;"High"
"2024-12-07";"Fexofenadine";26;0.5;0.47;0.47;10;12;"High"
"2024-12-07";"Metformin";45;0.9;0.78;0.78;1;8;"Medium"
"2024-12-07";"Glimepiride";66;1.1;0.97;0.97;12;5;"High"
"2024-12-07";"Sitagliptin";11;1.6;1.56;1.56;13;13;"Low"
"2024-12-07";"Pioglitazone";23;1.2;1.05;1.05;2;14;"High"
"2024-12-07";"Omeprazole";13;0.7;0.65;0.65;8;6;"High"
"2024-12-07";"Losartan";47;1.0;0.97;0.97;7;13;"Medium"
"2024-12-07";"Levothyroxine";32;0.8;0.76;0.76;1;5;"Medium"
"2024-12-08";"Paracetamol";93;0.55;0.53;0.53;4;10;"Low"
"2024-12-08";"Ibuprofen";77;0.75;0.69;0.69;3;14;"High"
"2024-12-08";"Aspirin";53;0.6;0.55;0.55;5;5;"Medium"
"2024-12-08";"Naproxen";70;0.85;0.8;0.8;4;14;"Low"
"2024-12-08";"Diclofenac";79;0.9;0.82;0.82;1;10;"High"
"2024-12-08";"Amoxicillin";65;1.3;1.14;1.14;9;12;"Medium"
