Transaction ID,Date,Medicine Name,Category,Quantity Sold,Government Ceiling Price ($),Industry Selling Price ($),Price per Unit ($),Discount (%),Taxes (%),Demand Level,Supply Chain Issues
1270,2024-11-15,Diclofenac,Painkiller,70,0.9,0.82,0.82,4,7,Low,Raw Material Shortage
1271,2024-11-15,Amoxicillin,Antibiotic,72,1.3,1.23,1.23,12,7,High,None
1272,2024-11-15,Azithromycin,Antibiotic,81,1.5,1.46,1.46,4,6,Medium,Raw Material Shortage
1273,2024-11-15,Ciprofloxacin,Antibiotic,69,1.4,1.29,1.29,0,14,High,Raw Material Shortage
1274,2024-11-15,Doxycycline,Antibiotic,53,1.2,1.17,1.17,4,12,High,None
1275,2024-11-15,Cetrizine,Antihistamine,52,0.4,0.35,0.35,11,8,Low,None
1276,2024-11-15,Loratadine,Antihistamine,83,0.45,0.38,0.38,13,11,Low,None
1277,2024-11-15,Fexofenadine,Antihistamine,73,0.5,0.48,0.48,15,8,High,Raw Material Shortage
1278,2024-11-15,Metformin,Diabetes,13,0.9,0.8,0.8,9,12,Medium,Shipping Delay
1279,2024-11-15,Glimepiride,Diabetes,47,1.1,0.95,0.95,2,5,Medium,None
1280,2024-11-15,Sitagliptin,Diabetes,80,1.6,1.57,1.57,4,15,High,Shipping Delay
1281,2024-11-15,Pioglitazone,Diabetes,40,1.2,1.13,1.13,5,6,Low,Shipping Delay
1282,2024-11-15,Omeprazole,Acid Reflux,84,0.7,0.6,0.6,4,12,Medium,Raw Material Shortage
1283,2024-11-15,Losartan,Blood Pressure,43,1,0.99,0.99,11,11,Medium,Shipping Delay
1284,2024-11-15,Levothyroxine,Thyroid,62,0.8,0.68,0.68,4,7,Medium,Raw Material Shortage
1285,2024-11-16,Paracetamol,Painkiller,38,0.55,0.47,0.47,10,15,Low,Shipping Delay
1286,2024-11-16,Ibuprofen,Painkiller,19,0.75,0.69,0.69,2,13,Medium,Shipping Delay
1287,2024-11-16,Aspirin,Painkiller,98,0.6,0.56,0.56,7,9,Low,Shipping Delay
1288,2024-11-16,Naproxen,Painkiller,45,0.85,0.73,0.73,4,13,Medium,Raw Material Shortage
1289,2024-11-16,Diclofenac,Painkiller,64,0.9,0.8,0.8,10,6,Low,Raw Material Shortage
1290,2024-11-16,Amoxicillin,Antibiotic,53,1.3,1.27,1.27,6,5,Medium,Raw Material Shortage
1291,2024-11-16,Azithromycin,Antibiotic,59,1.5,1.42,1.42,13,9,Low,Raw Material Shortage
1292,2024-11-16,Ciprofloxacin,Antibiotic,86,1.4,1.21,1.21,10,5,Medium,Raw Material Shortage
1293,2024-11-16,Doxycycline,Antibiotic,98,1.2,1.19,1.19,2,14,Low,Raw Material Shortage
1294,2024-11-16,Cetrizine,Antihistamine,32,0.4,0.35,0.35,7,7,High,None
1295,2024-11-16,Loratadine,Antihistamine,52,0.45,0.4,0.4,6,15,Low,None
1296,2024-11-16,Fexofenadine,Antihistamine,21,0.5,0.45,0.45,2,8,Low,None
1297,2024-11-16,Metformin,Diabetes,67,0.9,0.89,0.89,11,9,Low,Shipping Delay
1298,2024-11-16,Glimepiride,Diabetes,85,1.1,1.08,1.08,0,6,High,Shipping Delay
1299,2024-11-16,Sitagliptin,Diabetes,72,1.6,1.6,1.6,14,13,Low,Raw Material Shortage
1300,2024-11-16,Pioglitazone,Diabetes,54,1.2,1.1,1.1,14,13,High,Raw Material Shortage
1301,2024-11-16,Omeprazole,Acid Reflux,45,0.7,0.61,0.61,9,7,Medium,Raw Material Shortage
1302,2024-11-16,Losartan,Blood Pressure,21,1,0.87,0.87,7,14,Medium,Raw Material Shortage
1303,2024-11-16,Levothyroxine,Thyroid,67,0.8,0.77,0.77,2,10,Low,Shipping Delay
1304,2024-11-17,Paracetamol,Painkiller,62,0.55,0.51,0.51,10,12,High,Raw Material Shortage
1305,2024-11-17,Ibuprofen,Painkiller,41,0.75,0.65,0.65,14,10,Low,None
1306,2024-11-17,Aspirin,Painkiller,81,0.6,0.54,0.54,3,15,Low,Shipping Delay
1307,2024-11-17,Naproxen,Painkiller,14,0.85,0.77,0.77,6,14,Low,Shipping Delay
1308,2024-11-17,Diclofenac,Painkiller,55,0.9,0.81,0.81,1,11,Low,Raw Material Shortage
1309,2024-11-17,Amoxicillin,Antibiotic,43,1.3,1.13,1.13,11,9,High,None
1310,2024-11-17,Azithromycin,Antibiotic,35,1.5,1.29,1.29,10,13,Medium,None
1311,2024-11-17,Ciprofloxacin,Antibiotic,58,1.4,1.25,1.25,12,7,High,Shipping Delay
1312,2024-11-17,Doxycycline,Antibiotic,10,1.2,1.04,1.04,0,7,High,None
1313,2024-11-17,Cetrizine,Antihistamine,77,0.4,0.35,0.35,10,12,Medium,Shipping Delay
1314,2024-11-17,Loratadine,Antihistamine,56,0.45,0.44,0.44,12,9,High,None
1315,2024-11-17,Fexofenadine,Antihistamine,24,0.5,0.47,0.47,6,8,High,None
1316,2024-11-17,Metformin,Diabetes,36,0.9,0.84,0.84,13,8,Medium,None
1317,2024-11-17,Glimepiride,Diabetes,76,1.1,1,1,0,11,Low,Raw Material Shortage
1318,2024-11-17,Sitagliptin,Diabetes,73,1.6,1.51,1.51,3,11,Medium,None
1319,2024-11-17,Pioglitazone,Diabetes,71,1.2,1.09,1.09,11,11,High,Shipping Delay
1320,2024-11-17,Omeprazole,Acid Reflux,63,0.7,0.62,0.62,15,13,Medium,None
1321,2024-11-17,Losartan,Blood Pressure,38,1,0.95,0.95,15,8,Medium,Raw Material Shortage
1322,2024-11-17,Levothyroxine,Thyroid,33,0.8,0.69,0.69,4,15,Medium,Shipping Delay
1323,2024-11-18,Paracetamol,Painkiller,64,0.55,0.48,0.48,15,11,Low,Shipping Delay
1324,2024-11-18,Ibuprofen,Painkiller,97,0.75,0.66,0.66,4,14,High,Raw Material Shortage
1325,2024-11-18,Aspirin,Painkiller,100,0.6,0.54,0.54,3,11,High,Shipping Delay
1326,2024-11-18,Naproxen,Painkiller,71,0.85,0.75,0.75,13,5,High,None
1327,2024-11-18,Diclofenac,Painkiller,37,0.9,0.82,0.82,8,9,Low,Shipping Delay
1328,2024-11-18,Amoxicillin,Antibiotic,64,1.3,1.29,1.29,1,7,Low,Shipping Delay
1329,2024-11-18,Azithromycin,Antibiotic,73,1.5,1.39,1.39,5,8,Low,None
1330,2024-11-18,Ciprofloxacin,Antibiotic,32,1.4,1.21,1.21,7,14,Low,Raw Material Shortage
1331,2024-11-18,Doxycycline,Antibiotic,28,1.2,1.06,1.06,7,11,Low,None
1332,2024-11-18,Cetrizine,Antihistamine,50,0.4,0.35,0.35,7,9,Low,Raw Material Shortage
1333,2024-11-18,Loratadine,Antihistamine,56,0.45,0.39,0.39,14,11,Medium,Shipping Delay
1334,2024-11-18,Fexofenadine,Antihistamine,43,0.5,0.5,0.5,2,11,Medium,Raw Material Shortage
1335,2024-11-18,Metformin,Diabetes,40,0.9,0.8,0.8,14,13,Medium,Raw Material Shortage
1336,2024-11-18,Glimepiride,Diabetes,75,1.1,1.01,1.01,0,10,Low,Shipping Delay
1337,2024-11-18,Sitagliptin,Diabetes,13,1.6,1.55,1.55,7,10,Medium,None
1338,2024-11-18,Pioglitazone,Diabetes,90,1.2,1.1,1.1,6,10,Medium,Raw Material Shortage
1339,2024-11-18,Omeprazole,Acid Reflux,53,0.7,0.63,0.63,5,11,Medium,Raw Material Shortage
1340,2024-11-18,Losartan,Blood Pressure,84,1,0.99,0.99,12,7,Medium,Shipping Delay
1341,2024-11-18,Levothyroxine,Thyroid,37,0.8,0.76,0.76,9,11,High,Raw Material Shortage
1342,2024-11-19,Paracetamol,Painkiller,71,0.55,0.49,0.49,4,9,Low,Raw Material Shortage
1343,2024-11-19,Ibuprofen,Painkiller,58,0.75,0.75,0.75,8,6,Medium,None
1344,2024-11-19,Aspirin,Painkiller,69,0.6,0.56,0.56,0,5,High,Shipping Delay
1345,2024-11-19,Naproxen,Painkiller,100,0.85,0.81,0.81,0,10,Medium,Shipping Delay
1346,2024-11-19,Diclofenac,Painkiller,87,0.9,0.9,0.9,5,12,Medium,None
1347,2024-11-19,Amoxicillin,Antibiotic,52,1.3,1.11,1.11,11,14,Low,None
1348,2024-11-19,Azithromycin,Antibiotic,55,1.5,1.43,1.43,5,10,Low,Raw Material Shortage
1349,2024-11-19,Ciprofloxacin,Antibiotic,27,1.4,1.37,1.37,12,7,High,Shipping Delay
1350,2024-11-19,Doxycycline,Antibiotic,59,1.2,1.12,1.12,2,14,Medium,None
1351,2024-11-19,Cetrizine,Antihistamine,33,0.4,0.4,0.4,11,9,Low,Raw Material Shortage
1352,2024-11-19,Loratadine,Antihistamine,17,0.45,0.39,0.39,1,13,Medium,Shipping Delay
1353,2024-11-19,Fexofenadine,Antihistamine,59,0.5,0.46,0.46,6,8,Low,None
1354,2024-11-19,Metformin,Diabetes,83,0.9,0.81,0.81,6,10,Low,Shipping Delay
1355,2024-11-19,Glimepiride,Diabetes,75,1.1,1.02,1.02,10,8,Low,Shipping Delay
1356,2024-11-19,Sitagliptin,Diabetes,11,1.6,1.38,1.38,12,8,High,Raw Material Shortage
1357,2024-11-19,Pioglitazone,Diabetes,50,1.2,1.13,1.13,14,12,Medium,Raw Material Shortage
1358,2024-11-19,Omeprazole,Acid Reflux,38,0.7,0.68,0.68,5,10,Medium,None
1359,2024-11-19,Losartan,Blood Pressure,54,1,0.99,0.99,10,8,High,Raw Material Shortage
1360,2024-11-19,Levothyroxine,Thyroid,62,0.8,0.69,0.69,6,12,Medium,None
1361,2024-11-20,Paracetamol,Painkiller,46,0.55,0.51,0.51,15,9,Medium,Shipping Delay
1362,2024-11-20,Ibuprofen,Painkiller,10,0.75,0.69,0.69,3,10,Medium,None
1363,2024-11-20,Aspirin,Painkiller,34,0.6,0.52,0.52,0,8,High,None
1364,2024-11-20,Naproxen,Painkiller,69,0.85,0.76,0.76,12,13,Medium,Raw Material Shortage
1365,2024-11-20,Diclofenac,Painkiller,73,0.9,0.88,0.88,1,8,Medium,Raw Material Shortage
1366,2024-11-20,Amoxicillin,Antibiotic,99,1.3,1.2,1.2,3,14,Medium,Shipping Delay
1367,2024-11-20,Azithromycin,Antibiotic,62,1.5,1.32,1.32,6,11,Medium,None
1368,2024-11-20,Ciprofloxacin,Antibiotic,20,1.4,1.36,1.36,1,9,Medium,Shipping Delay
1369,2024-11-20,Doxycycline,Antibiotic,87,1.2,1.17,1.17,3,13,High,Raw Material Shortage
1370,2024-11-20,Cetrizine,Antihistamine,13,0.4,0.37,0.37,2,9,Medium,Raw Material Shortage
1371,2024-11-20,Loratadine,Antihistamine,12,0.45,0.41,0.41,5,5,Medium,Raw Material Shortage
1372,2024-11-20,Fexofenadine,Antihistamine,82,0.5,0.43,0.43,5,10,Medium,Shipping Delay
1373,2024-11-20,Metformin,Diabetes,27,0.9,0.78,0.78,6,11,Medium,Raw Material Shortage
1374,2024-11-20,Glimepiride,Diabetes,38,1.1,0.97,0.97,5,10,High,Raw Material Shortage
1375,2024-11-20,Sitagliptin,Diabetes,99,1.6,1.39,1.39,11,12,High,None
1376,2024-11-20,Pioglitazone,Diabetes,100,1.2,1.06,1.06,13,7,Medium,Shipping Delay
1377,2024-11-20,Omeprazole,Acid Reflux,30,0.7,0.68,0.68,1,6,High,None
1378,2024-11-20,Losartan,Blood Pressure,73,1,0.93,0.93,6,6,Low,Raw Material Shortage
1379,2024-11-20,Levothyroxine,Thyroid,73,0.8,0.73,0.73,14,9,High,Raw Material Shortage
1380,2024-11-21,Paracetamol,Painkiller,51,0.55,0.5,0.5,0,12,Low,Raw Material Shortage
1381,2024-11-21,Ibuprofen,Painkiller,15,0.75,0.65,0.65,9,9,High,None
1382,2024-11-21,Aspirin,Painkiller,22,0.6,0.53,0.53,7,9,Low,None
1383,2024-11-21,Naproxen,Painkiller,96,0.85,0.79,0.79,7,6,Low,None
1384,2024-11-21,Diclofenac,Painkiller,38,0.9,0.77,0.77,7,9,Low,Shipping Delay
1385,2024-11-21,Amoxicillin,Antibiotic,70,1.3,1.24,1.24,0,10,Low,Raw Material Shortage
1386,2024-11-21,Azithromycin,Antibiotic,26,1.5,1.46,1.46,7,13,Medium,Raw Material Shortage
1387,2024-11-21,Ciprofloxacin,Antibiotic,21,1.4,1.21,1.21,13,15,Low,Shipping Delay
1388,2024-11-21,Doxycycline,Antibiotic,53,1.2,1.08,1.08,15,9,High,Raw Material Shortage
1389,2024-11-21,Cetrizine,Antihistamine,58,0.4,0.36,0.36,15,9,Medium,None
1390,2024-11-21,Loratadine,Antihistamine,76,0.45,0.44,0.44,5,14,Medium,Shipping Delay
1391,2024-11-21,Fexofenadine,Antihistamine,37,0.5,0.46,0.46,8,7,Medium,Shipping Delay
1392,2024-11-21,Metformin,Diabetes,26,0.9,0.78,0.78,12,13,High,Shipping Delay
1393,2024-11-21,Glimepiride,Diabetes,23,1.1,1.02,1.02,9,6,High,Shipping Delay
1394,2024-11-21,Sitagliptin,Diabetes,46,1.6,1.51,1.51,12,6,Medium,Raw Material Shortage
1395,2024-11-21,Pioglitazone,Diabetes,18,1.2,1.05,1.05,10,10,Medium,Shipping Delay
1396,2024-11-21,Omeprazole,Acid Reflux,23,0.7,0.67,0.67,9,7,Low,None
1397,2024-11-21,Losartan,Blood Pressure,98,1,0.94,0.94,9,10,High,Shipping Delay
1398,2024-11-21,Levothyroxine,Thyroid,49,0.8,0.75,0.75,9,11,Low,None
1399,2024-11-22,Paracetamol,Painkiller,15,0.55,0.52,0.52,7,7,High,Raw Material Shortage
1400,2024-11-22,Ibuprofen,Painkiller,67,0.75,0.68,0.68,11,10,Medium,Shipping Delay
1401,2024-11-22,Aspirin,Painkiller,84,0.6,0.51,0.51,8,11,Medium,None
1402,2024-11-22,Naproxen,Painkiller,92,0.85,0.73,0.73,1,6,Low,Raw Material Shortage
1403,2024-11-22,Diclofenac,Painkiller,55,0.9,0.83,0.83,1,11,Low,Shipping Delay
1404,2024-11-22,Amoxicillin,Antibiotic,22,1.3,1.25,1.25,10,9,Low,Raw Material Shortage
1405,2024-11-22,Azithromycin,Antibiotic,17,1.5,1.38,1.38,15,9,High,Shipping Delay
1406,2024-11-22,Ciprofloxacin,Antibiotic,71,1.4,1.35,1.35,7,15,Medium,Shipping Delay
1407,2024-11-22,Doxycycline,Antibiotic,54,1.2,1.09,1.09,0,5,High,Shipping Delay
1408,2024-11-22,Cetrizine,Antihistamine,79,0.4,0.38,0.38,7,12,Medium,Raw Material Shortage
1409,2024-11-22,Loratadine,Antihistamine,72,0.45,0.41,0.41,6,15,Low,Raw Material Shortage
1410,2024-11-22,Fexofenadine,Antihistamine,49,0.5,0.43,0.43,12,6,Medium,Shipping Delay
1411,2024-11-22,Metformin,Diabetes,33,0.9,0.79,0.79,10,13,Medium,Raw Material Shortage
1412,2024-11-22,Glimepiride,Diabetes,70,1.1,1.03,1.03,2,5,Low,None
1413,2024-11-22,Sitagliptin,Diabetes,16,1.6,1.57,1.57,7,13,Medium,Raw Material Shortage
1414,2024-11-22,Pioglitazone,Diabetes,89,1.2,1.18,1.18,13,7,Medium,Shipping Delay
1415,2024-11-22,Omeprazole,Acid Reflux,71,0.7,0.6,0.6,2,7,Medium,Shipping Delay
1416,2024-11-22,Losartan,Blood Pressure,10,1,0.97,0.97,3,14,High,None
1417,2024-11-22,Levothyroxine,Thyroid,63,0.8,0.72,0.72,10,14,Medium,Shipping Delay
1418,2024-11-23,Paracetamol,Painkiller,36,0.55,0.51,0.51,1,14,Medium,Raw Material Shortage
1419,2024-11-23,Ibuprofen,Painkiller,80,0.75,0.68,0.68,9,11,Medium,None
1420,2024-11-23,Aspirin,Painkiller,17,0.6,0.55,0.55,14,15,High,Shipping Delay
1421,2024-11-23,Naproxen,Painkiller,49,0.85,0.83,0.83,14,7,High,None
1422,2024-11-23,Diclofenac,Painkiller,69,0.9,0.89,0.89,0,11,Medium,None
1423,2024-11-23,Amoxicillin,Antibiotic,70,1.3,1.27,1.27,5,9,Medium,Raw Material Shortage
1424,2024-11-23,Azithromycin,Antibiotic,25,1.5,1.35,1.35,13,6,Low,None
1425,2024-11-23,Ciprofloxacin,Antibiotic,93,1.4,1.23,1.23,7,9,High,None
1426,2024-11-23,Doxycycline,Antibiotic,100,1.2,1.16,1.16,8,8,High,Shipping Delay
1427,2024-11-23,Cetrizine,Antihistamine,43,0.4,0.35,0.35,6,13,Low,Raw Material Shortage
1428,2024-11-23,Loratadine,Antihistamine,68,0.45,0.39,0.39,4,6,Medium,Shipping Delay
1429,2024-11-23,Fexofenadine,Antihistamine,33,0.5,0.45,0.45,0,12,High,None
1430,2024-11-23,Metformin,Diabetes,24,0.9,0.83,0.83,7,6,Low,None
1431,2024-11-23,Glimepiride,Diabetes,25,1.1,0.96,0.96,13,6,Medium,Raw Material Shortage
1432,2024-11-23,Sitagliptin,Diabetes,57,1.6,1.47,1.47,7,14,Low,Shipping Delay
1433,2024-11-23,Pioglitazone,Diabetes,75,1.2,1.05,1.05,7,8,Low,Shipping Delay
1434,2024-11-23,Omeprazole,Acid Reflux,65,0.7,0.6,0.6,4,11,High,Raw Material Shortage
1435,2024-11-23,Losartan,Blood Pressure,76,1,0.94,0.94,0,13,Low,None
1436,2024-11-23,Levothyroxine,Thyroid,19,0.8,0.8,0.8,8,6,Low,None
1437,2024-11-24,Paracetamol,Painkiller,21,0.55,0.5,0.5,8,15,Low,Shipping Delay
1438,2024-11-24,Ibuprofen,Painkiller,84,0.75,0.74,0.74,9,14,High,Shipping Delay
1439,2024-11-24,Aspirin,Painkiller,64,0.6,0.55,0.55,5,8,Medium,Raw Material Shortage
1440,2024-11-24,Naproxen,Painkiller,73,0.85,0.78,0.78,2,15,Medium,Shipping Delay
1441,2024-11-24,Diclofenac,Painkiller,58,0.9,0.89,0.89,6,5,High,Shipping Delay
1442,2024-11-24,Amoxicillin,Antibiotic,51,1.3,1.23,1.23,8,7,High,Raw Material Shortage
1443,2024-11-24,Azithromycin,Antibiotic,18,1.5,1.36,1.36,12,8,Medium,None
1444,2024-11-24,Ciprofloxacin,Antibiotic,82,1.4,1.37,1.37,12,13,High,Shipping Delay
1445,2024-11-24,Doxycycline,Antibiotic,52,1.2,1.1,1.1,9,12,High,None
1446,2024-11-24,Cetrizine,Antihistamine,95,0.4,0.34,0.34,15,12,High,None
1447,2024-11-24,Loratadine,Antihistamine,16,0.45,0.44,0.44,4,7,High,None
1448,2024-11-24,Fexofenadine,Antihistamine,14,0.5,0.48,0.48,1,13,Low,Shipping Delay
1449,2024-11-24,Metformin,Diabetes,54,0.9,0.9,0.9,7,8,Low,None
1450,2024-11-24,Glimepiride,Diabetes,95,1.1,1.1,1.1,4,10,Low,Shipping Delay
1451,2024-11-24,Sitagliptin,Diabetes,51,1.6,1.4,1.4,14,12,Medium,Shipping Delay
1452,2024-11-24,Pioglitazone,Diabetes,26,1.2,1.08,1.08,0,14,Low,Shipping Delay
1453,2024-11-24,Omeprazole,Acid Reflux,29,0.7,0.61,0.61,1,13,High,Raw Material Shortage
1454,2024-11-24,Losartan,Blood Pressure,28,1,0.94,0.94,6,9,Medium,Shipping Delay
1455,2024-11-24,Levothyroxine,Thyroid,58,0.8,0.8,0.8,1,11,Medium,Raw Material Shortage
1456,2024-11-25,Paracetamol,Painkiller,74,0.55,0.52,0.52,4,7,Medium,Raw Material Shortage
1457,2024-11-25,Ibuprofen,Painkiller,24,0.75,0.66,0.66,4,13,Low,None
1458,2024-11-25,Aspirin,Painkiller,41,0.6,0.53,0.53,0,7,Medium,Raw Material Shortage
1459,2024-11-25,Naproxen,Painkiller,50,0.85,0.81,0.81,11,14,Medium,Shipping Delay
1460,2024-11-25,Diclofenac,Painkiller,52,0.9,0.89,0.89,14,12,Medium,None
1461,2024-11-25,Amoxicillin,Antibiotic,97,1.3,1.24,1.24,14,11,High,Raw Material Shortage
1462,2024-11-25,Azithromycin,Antibiotic,79,1.5,1.28,1.28,5,7,Medium,Shipping Delay
1463,2024-11-25,Ciprofloxacin,Antibiotic,12,1.4,1.22,1.22,2,14,Low,Raw Material Shortage
1464,2024-11-25,Doxycycline,Antibiotic,11,1.2,1.14,1.14,6,13,Low,None
1465,2024-11-25,Cetrizine,Antihistamine,41,0.4,0.39,0.39,4,13,Low,Raw Material Shortage
1466,2024-11-25,Loratadine,Antihistamine,34,0.45,0.39,0.39,10,13,High,Raw Material Shortage
1467,2024-11-25,Fexofenadine,Antihistamine,16,0.5,0.44,0.44,0,14,High,None
1468,2024-11-25,Metformin,Diabetes,30,0.9,0.88,0.88,9,13,Low,Raw Material Shortage
1469,2024-11-25,Glimepiride,Diabetes,37,1.1,1,1,6,12,High,Raw Material Shortage
1470,2024-11-25,Sitagliptin,Diabetes,59,1.6,1.43,1.43,11,8,High,None
1471,2024-11-25,Pioglitazone,Diabetes,39,1.2,1.04,1.04,12,12,Low,Raw Material Shortage
1472,2024-11-25,Omeprazole,Acid Reflux,53,0.7,0.66,0.66,14,13,Medium,Raw Material Shortage
1473,2024-11-25,Losartan,Blood Pressure,45,1,0.86,0.86,4,12,Low,Shipping Delay
1474,2024-11-25,Levothyroxine,Thyroid,85,0.8,0.7,0.7,15,6,High,None
1475,2024-11-26,Paracetamol,Painkiller,13,0.55,0.51,0.51,6,11,High,Shipping Delay
1476,2024-11-26,Ibuprofen,Painkiller,98,0.75,0.69,0.69,1,15,Low,Shipping Delay
1477,2024-11-26,Aspirin,Painkiller,46,0.6,0.58,0.58,0,7,Low,Shipping Delay
1478,2024-11-26,Naproxen,Painkiller,79,0.85,0.75,0.75,11,7,High,Raw Material Shortage
1479,2024-11-26,Diclofenac,Painkiller,50,0.9,0.79,0.79,13,12,Low,None
1480,2024-11-26,Amoxicillin,Antibiotic,18,1.3,1.11,1.11,1,8,High,Shipping Delay
1481,2024-11-26,Azithromycin,Antibiotic,28,1.5,1.32,1.32,9,14,Medium,Shipping Delay
1482,2024-11-26,Ciprofloxacin,Antibiotic,74,1.4,1.32,1.32,9,13,High,Raw Material Shortage
1483,2024-11-26,Doxycycline,Antibiotic,12,1.2,1.16,1.16,1,6,High,Shipping Delay
1484,2024-11-26,Cetrizine,Antihistamine,84,0.4,0.34,0.34,15,10,High,Shipping Delay
1485,2024-11-26,Loratadine,Antihistamine,18,0.45,0.43,0.43,11,8,Medium,Raw Material Shortage
1486,2024-11-26,Fexofenadine,Antihistamine,72,0.5,0.46,0.46,0,13,Low,Raw Material Shortage
1487,2024-11-26,Metformin,Diabetes,90,0.9,0.82,0.82,7,9,High,Raw Material Shortage
1488,2024-11-26,Glimepiride,Diabetes,73,1.1,1.07,1.07,8,11,High,Shipping Delay
1489,2024-11-26,Sitagliptin,Diabetes,53,1.6,1.36,1.36,6,6,High,None
1490,2024-11-26,Pioglitazone,Diabetes,60,1.2,1.1,1.1,15,14,Medium,Shipping Delay
1491,2024-11-26,Omeprazole,Acid Reflux,65,0.7,0.64,0.64,12,5,Low,Shipping Delay
1492,2024-11-26,Losartan,Blood Pressure,37,1,0.89,0.89,1,12,Medium,Shipping Delay
1493,2024-11-26,Levothyroxine,Thyroid,54,0.8,0.75,0.75,14,12,High,Raw Material Shortage
1494,2024-11-27,Paracetamol,Painkiller,71,0.55,0.49,0.49,8,7,Medium,Shipping Delay
1495,2024-11-27,Ibuprofen,Painkiller,26,0.75,0.72,0.72,1,15,High,None
1496,2024-11-27,Aspirin,Painkiller,34,0.6,0.59,0.59,13,15,Medium,Shipping Delay
1497,2024-11-27,Naproxen,Painkiller,66,0.85,0.81,0.81,14,7,High,Raw Material Shortage
1498,2024-11-27,Diclofenac,Painkiller,84,0.9,0.8,0.8,8,14,Low,Shipping Delay
1499,2024-11-27,Amoxicillin,Antibiotic,74,1.3,1.21,1.21,3,12,Low,Raw Material Shortage
1500,2024-11-27,Azithromycin,Antibiotic,37,1.5,1.37,1.37,2,10,Low,None
1501,2024-11-27,Ciprofloxacin,Antibiotic,44,1.4,1.21,1.21,9,11,High,None
1502,2024-11-27,Doxycycline,Antibiotic,58,1.2,1.17,1.17,0,8,Low,Shipping Delay
1503,2024-11-27,Cetrizine,Antihistamine,36,0.4,0.37,0.37,0,13,Low,Raw Material Shortage
1504,2024-11-27,Loratadine,Antihistamine,21,0.45,0.43,0.43,9,9,Low,Raw Material Shortage
1505,2024-11-27,Fexofenadine,Antihistamine,68,0.5,0.43,0.43,14,8,Medium,None
1506,2024-11-27,Metformin,Diabetes,72,0.9,0.82,0.82,10,12,Low,Raw Material Shortage
1507,2024-11-27,Glimepiride,Diabetes,91,1.1,1.08,1.08,13,14,High,None
1508,2024-11-27,Sitagliptin,Diabetes,16,1.6,1.41,1.41,5,13,Medium,Shipping Delay
1509,2024-11-27,Pioglitazone,Diabetes,90,1.2,1.2,1.2,10,9,Medium,None
1510,2024-11-27,Omeprazole,Acid Reflux,10,0.7,0.6,0.6,15,15,High,Shipping Delay
1511,2024-11-27,Losartan,Blood Pressure,12,1,0.96,0.96,14,10,High,None
1512,2024-11-27,Levothyroxine,Thyroid,12,0.8,0.72,0.72,10,9,High,None
1513,2024-11-28,Paracetamol,Painkiller,45,0.55,0.47,0.47,10,14,Low,Shipping Delay
1514,2024-11-28,Ibuprofen,Painkiller,63,0.75,0.7,0.7,8,12,Low,None
1515,2024-11-28,Aspirin,Painkiller,54,0.6,0.51,0.51,2,12,Medium,Shipping Delay
1516,2024-11-28,Naproxen,Painkiller,25,0.85,0.78,0.78,11,10,High,Shipping Delay
1517,2024-11-28,Diclofenac,Painkiller,62,0.9,0.86,0.86,15,14,High,Shipping Delay
1518,2024-11-28,Amoxicillin,Antibiotic,61,1.3,1.27,1.27,10,15,Medium,Shipping Delay
1519,2024-11-28,Azithromycin,Antibiotic,78,1.5,1.45,1.45,11,7,Low,Shipping Delay
1520,2024-11-28,Ciprofloxacin,Antibiotic,88,1.4,1.39,1.39,1,13,Low,Raw Material Shortage
1521,2024-11-28,Doxycycline,Antibiotic,84,1.2,1.11,1.11,13,5,Low,None
1522,2024-11-28,Cetrizine,Antihistamine,20,0.4,0.34,0.34,6,9,High,Shipping Delay
1523,2024-11-28,Loratadine,Antihistamine,58,0.45,0.4,0.4,13,10,Medium,Shipping Delay
1524,2024-11-28,Fexofenadine,Antihistamine,88,0.5,0.46,0.46,11,12,Medium,Shipping Delay
1525,2024-11-28,Metformin,Diabetes,23,0.9,0.77,0.77,2,14,Medium,None
1526,2024-11-28,Glimepiride,Diabetes,73,1.1,0.99,0.99,4,15,Medium,None
1527,2024-11-28,Sitagliptin,Diabetes,63,1.6,1.38,1.38,14,12,Low,Shipping Delay
1528,2024-11-28,Pioglitazone,Diabetes,98,1.2,1.1,1.1,13,5,Low,Shipping Delay
1529,2024-11-28,Omeprazole,Acid Reflux,25,0.7,0.67,0.67,11,8,High,Shipping Delay
1530,2024-11-28,Losartan,Blood Pressure,91,1,0.88,0.88,9,9,Low,Shipping Delay
1531,2024-11-28,Levothyroxine,Thyroid,30,0.8,0.74,0.74,15,12,Low,Shipping Delay
1532,2024-11-29,Paracetamol,Painkiller,40,0.55,0.49,0.49,5,15,High,Shipping Delay
1533,2024-11-29,Ibuprofen,Painkiller,23,0.75,0.74,0.74,14,9,Low,Shipping Delay
1534,2024-11-29,Aspirin,Painkiller,21,0.6,0.54,0.54,15,9,High,Shipping Delay
1535,2024-11-29,Naproxen,Painkiller,64,0.85,0.74,0.74,10,14,Medium,Raw Material Shortage
1536,2024-11-29,Diclofenac,Painkiller,88,0.9,0.78,0.78,0,10,High,Shipping Delay
1537,2024-11-29,Amoxicillin,Antibiotic,62,1.3,1.18,1.18,2,5,High,Shipping Delay
1538,2024-11-29,Azithromycin,Antibiotic,41,1.5,1.42,1.42,2,13,High,Shipping Delay
