datum,M01AB_monthly,M01AE_monthly,N02BA_monthly,N02BE_monthly,N05B_monthly,N05C_monthly,R03_monthly,R06_monthly,M01AB_weekly,M01AE_weekly,N02BA_weekly,N02BE_weekly,N05B_weekly,N05C_weekly,R03_weekly,R06_weekly,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Year,Month,Hour,M01AB_hourly,M01AE_hourly,N02BA_hourly,N02BE_hourly,N05B_hourly,N05C_hourly,R03_hourly,R06_hourly,Year_hourly,Month_hourly,Hour_hourly
2019-02-10,,,,,,,,,,,,,,,,,32.35,47.251,28.7,297.45,50.0,4.0,62.0,15.7,14133.0,14.0,1932.0,3.3400000000000003,7.119,3.35,43.2,9.0,0.0,0.0,1.2,48456.0,48.0,276.0
2019-02-17,,,,,,,,,,,,,,,,,35.01,36.772,31.8,249.912,78.4,0.0,35.0,16.6,14133.0,14.0,1932.0,2.34,4.416,4.0,15.161999999999999,11.2,0.0,0.0,3.1,48456.0,48.0,276.0
2019-02-24,,,,,,,,,,,,,,,,,22.35,24.634999999999998,16.4,204.0,71.0,3.0,31.0,13.3,14133.0,14.0,1932.0,4.34,4.01,1.5,19.0,2.0,0.0,2.0,2.0,48456.0,48.0,276.0
2019-03-03,,,,,,,,,,,,,,,,,26.68,18.414,20.85,187.8,49.0,6.0,57.0,23.9,14133.0,17.0,1932.0,8.0,4.01,1.0,20.0,5.0,0.0,10.0,0.4,48456.0,72.0,276.0
2019-03-10,,,,,,,,,,,,,,,,,30.509999999999998,16.569,21.7,231.9,72.0,5.0,26.0,32.6,14133.0,21.0,1932.0,5.83,3.087,5.35,51.0,5.0,0.0,3.0,9.0,48456.0,72.0,276.0
2019-03-17,,,,,,,,,,,,,,,,,43.51,22.953,20.2,251.45,66.0,5.0,88.0,32.0,14133.0,21.0,1932.0,6.68,3.723,2.0,55.0,6.0,0.0,10.0,5.0,48456.0,72.0,276.0
2019-03-24,,,,,,,,,,,,,,,,,35.99,20.661,13.95,196.6,68.4,2.0,74.0,48.0,14133.0,21.0,1932.0,6.0,2.67,3.0,43.2,6.2,1.0,16.0,10.0,48456.0,72.0,276.0
2019-04-07,,,,,,,,,,,,,,,,,36.19,25.685000000000002,26.5,173.35,62.0,1.0,51.0,57.6,14133.0,28.0,1932.0,6.0,5.119,4.0,19.0,3.0,0.0,0.0,7.0,48456.0,96.0,276.0
2019-04-14,,,,,,,,,,,,,,,,,30.33,28.165,14.5,125.5,72.4,4.0,42.0,40.5,14133.0,28.0,1932.0,4.0,4.406,1.0,23.0,3.0,1.0,7.0,5.5,48456.0,96.0,276.0
2019-04-21,,,,,,,,,,,,,,,,,29.84,24.027,14.55,117.9,80.0,9.0,36.0,33.2,14133.0,28.0,1932.0,3.84,4.845,3.0,21.0,11.0,0.0,2.0,12.2,48456.0,96.0,276.0
2019-04-28,,,,,,,,,,,,,,,,,57.7,14.514,21.95,181.3,67.0,6.0,62.0,36.4,14133.0,28.0,1932.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48456.0,96.0,276.0
2019-05-05,,,,,,,,,,,,,,,,,31.36,27.413,28.55,157.6,52.0,7.0,64.0,45.4,14133.0,33.0,1932.0,7.0,2.42,4.2,31.0,2.0,0.0,0.0,5.0,48456.0,120.0,276.0
2019-05-12,,,,,,,,,,,,,,,,,36.35,19.968,22.2,149.1,79.0,8.0,123.0,24.0,14133.0,35.0,1932.0,4.67,1.6800000000000002,3.1,38.8,2.0,1.0,19.0,5.0,48456.0,120.0,276.0
2019-05-19,,,,,,,,,,,,,,,,,40.0,18.023,23.65,160.0,68.0,5.0,61.29166667,23.4,14133.0,35.0,1932.0,6.67,5.0,4.0,26.4,9.0,0.0,9.0,4.2,48456.0,120.0,276.0
2019-05-26,,,,,,,,,,,,,,,,,42.17,28.924999999999997,24.35,194.4,49.8,5.0,65.0,34.0,14133.0,35.0,1932.0,6.33,5.3100000000000005,2.0,30.0,2.6,0.0,11.0,6.0,48456.0,120.0,276.0
2019-06-02,,,,,,,,,,,,,,,,,32.49,14.703,25.0,141.462,40.0,4.0,27.0,28.0,14133.0,37.0,1932.0,4.0,2.66,3.05,28.0,4.0,1.0,6.0,4.0,48456.0,144.0,276.0
2019-06-09,,,,,,,,,,,,,,,,,37.67,16.537,28.799999999999997,157.6,52.0,7.0,45.0,28.1,14133.0,42.0,1932.0,9.33,1.033,8.0,16.5,7.0,4.0,0.0,5.0,48456.0,144.0,276.0
2019-06-16,,,,,,,,,,,,,,,,,37.2,23.259,24.75,123.6,46.0,1.0,23.0,57.0,14133.0,42.0,1932.0,4.0,5.3500000000000005,3.0,18.0,2.0,0.0,0.0,9.0,48456.0,144.0,276.0
2019-06-23,,,,,,,,,,,,,,,,,35.66,27.387999999999998,20.5,148.5,49.0,10.0,32.0,35.94,14133.0,42.0,1932.0,9.33,4.792,5.5,18.2,1.0,0.0,10.0,1.0,48456.0,144.0,276.0
2019-07-07,,,,,,,,,,,,,,,,,34.65,20.777,19.0,132.05,47.0,1.0,17.0,28.8,14133.0,49.0,1932.0,5.66,6.463,3.0,25.0,2.0,0.0,3.0,5.0,48456.0,168.0,276.0
2019-07-14,,,,,,,,,,,,,,,,,44.0,31.319,28.05,149.6,53.6,8.0,15.0,21.0,14133.0,49.0,1932.0,6.0,5.34,4.0,23.0,3.0,0.0,5.0,1.0,48456.0,168.0,276.0
2019-07-21,,,,,,,,,,,,,,,,,47.33,18.649,17.45,149.2,55.0,2.0,15.0,28.0,14133.0,49.0,1932.0,6.34,0.363,1.1,16.0,5.0,0.0,1.0,3.0,48456.0,168.0,276.0
2019-07-28,,,,,,,,,,,,,,,,,36.519999999999996,19.439,19.3,124.375,70.0,5.0,30.0,18.4,14133.0,49.0,1932.0,4.34,1.34,4.0,13.0,3.0,1.0,0.0,0.6,48456.0,168.0,276.0
2019-08-04,,,,,,,,,,,,,,,,,44.01,23.3,21.3,156.45,54.0,11.0,48.0,19.7,14133.0,53.0,1932.0,6.5,2.67,5.0,24.0,10.0,0.0,2.0,4.3,48456.0,192.0,276.0
2019-08-11,,,,,,,,,,,,,,,,,40.99,19.219,21.3,86.25,57.0,8.0,66.0,20.0,14133.0,56.0,1932.0,7.0,6.8500000000000005,4.0,16.0,5.0,2.0,2.0,3.0,48456.0,192.0,276.0
2019-08-18,,,,,,,,,,,,,,,,,45.18,19.109,13.55,125.0,53.0,2.0,35.0,23.0,14133.0,56.0,1932.0,4.84,2.846,1.0,11.0,4.0,0.0,7.0,4.0,48456.0,192.0,276.0
2019-08-25,,,,,,,,,,,,,,,,,41.87,27.516,17.05,115.45,61.0,6.0,24.0,20.5,14133.0,56.0,1932.0,3.0,3.3500000000000005,2.0,17.0,4.0,0.0,3.0,0.0,48456.0,192.0,276.0
2019-09-01,,,,,,,,,,,,,,,,,30.36,16.842,25.0,117.4,45.2,4.0,15.0,27.1,14133.0,57.0,1932.0,2.0,4.36,5.0,17.0,8.2,1.0,5.0,4.0,48456.0,216.0,276.0
2019-09-08,,,,,,,,,,,,,,,,,40.71,26.767,15.75,154.755,51.0,6.0,15.0,28.5,14133.0,63.0,1932.0,7.01,6.087000000000001,3.0,26.0,7.0,0.0,3.0,3.0,48456.0,216.0,276.0
2019-09-15,,,,,,,,,,,,,,,,,35.51,30.977,19.65,178.375,67.2,5.0,30.0,30.5,14133.0,63.0,1932.0,5.34,6.01,2.0,25.4,6.0,0.0,2.0,6.0,48456.0,216.0,276.0
2019-09-22,,,,,,,,,,,,,,,,,46.84,25.396,24.4,248.25,31.2,3.0,26.0,21.0,14133.0,63.0,1932.0,3.33,3.34,1.9,56.5,3.0,0.0,8.0,4.0,48456.0,216.0,276.0
2019-09-29,,,,,,,,,,,,,,,,,34.01,22.498,26.6,336.7,61.2,1.0,40.416666667,23.1,14133.0,63.0,1932.0,3.5100000000000002,3.867,3.0,67.8,6.0,0.0,3.0,2.1,48456.0,216.0,276.0
2019-10-06,,,,,,,,,,,,,,,,,38.7,32.501999999999995,19.25,249.45,69.0,5.0,30.0,12.129999999999999,14133.0,69.0,1932.0,4.0,11.69,2.0,34.6,6.0,0.0,5.0,4.2,48456.0,240.0,276.0
2019-10-13,,,,,,,,,,,,,,,,,7.67,6.237,3.5,95.1,26.0,2.0,12.0,1.0,4038.0,20.0,466.0,,,,,,,,,,,
2014-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.67,3.4,32.4,7.0,0.0,0.0,2.0,32224.0,16.0,248.0
2014-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,4.0,4.4,50.6,16.0,0.0,20.0,4.0,48336.0,24.0,276.0
2014-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,6.5,61.85,10.0,0.0,9.0,1.0,48336.0,24.0,276.0
2014-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,4.5,21.7,16.0,2.0,6.0,2.0,48336.0,24.0,276.0
2014-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48336.0,24.0,276.0
2014-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.33,3.0,10.5,26.4,19.0,1.0,10.0,0.0,48336.0,24.0,276.0
2014-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.6800000000000002,8.0,25.0,16.0,0.0,3.0,2.0,48336.0,24.0,276.0
2014-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0,2.0,53.3,15.0,2.0,0.0,2.0,48336.0,24.0,276.0
2014-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.34,10.4,52.3,14.0,0.0,1.0,0.2,48336.0,24.0,276.0
2014-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.34,7.66,6.2,52.0,9.0,0.0,7.0,1.0,48336.0,24.0,276.0
2014-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.33,12.3,33.7,6.0,1.0,0.0,2.0,48336.0,24.0,276.0
2014-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.34,5.0,26.7,12.0,2.0,3.0,3.0,48336.0,24.0,276.0
2014-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2.0,4.3,28.3,19.0,1.0,5.0,0.0,48336.0,24.0,276.0
2014-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.68,8.3,20.4,15.0,0.0,6.0,3.0,48336.0,24.0,276.0
2014-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.33,5.8,43.2,15.0,4.0,7.0,2.0,48336.0,24.0,276.0
2014-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,3.34,3.3,11.9,18.0,2.0,12.0,3.0,48336.0,24.0,276.0
2014-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.34,4.0,42.0,15.0,2.0,0.0,1.0,48336.0,24.0,276.0
2014-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,3.0,7.0,18.1,10.0,0.0,5.0,2.0,48336.0,24.0,276.0
2014-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.67,5.2,26.2,2.0,3.0,1.0,3.0,48336.0,24.0,276.0
2014-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.67,7.34,7.0,19.6,13.0,1.0,0.0,0.0,48336.0,24.0,276.0
2014-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,9.0,5.0,37.8,18.0,0.0,5.0,1.0,48336.0,24.0,276.0
2014-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.34,4.67,1.2,23.6,17.0,2.0,1.0,3.0,48336.0,24.0,276.0
2014-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,3.34,2.8,13.38,22.0,5.0,1.0,5.0,48336.0,24.0,276.0
2014-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.33,4.0,2.0,14.0,10.0,1.0,1.0,2.0,48336.0,24.0,276.0
2014-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0200000000000005,1.34,2.4,25.5,7.0,1.0,3.0,2.0,48336.0,24.0,276.0
2014-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.33,4.32,5.0,43.0,13.0,1.0,14.0,0.0,48336.0,48.0,276.0
2014-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,8.5,32.4,16.0,1.0,1.0,0.0,48336.0,48.0,276.0
2014-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33,3.0,7.0,30.6,8.0,1.0,17.0,2.0,48336.0,48.0,276.0
2014-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.02,6.2,32.4,15.0,1.0,1.0,1.0,48336.0,48.0,276.0
2014-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33,6.68,3.5,41.4,17.0,2.0,5.0,2.0,48336.0,48.0,276.0
2014-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66,8.67,11.7,21.4,19.0,1.0,0.0,0.0,48336.0,48.0,276.0
2014-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33,3.35,14.4,37.1,13.0,1.0,1.0,1.0,48336.0,48.0,276.0
2014-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,10.33,8.5,40.1,20.0,3.0,3.0,1.0,48336.0,48.0,276.0
2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,6.99,13.3,44.6,20.0,2.0,6.0,2.2,48336.0,48.0,276.0
2014-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1.67,9.1,73.6,9.0,0.0,5.0,0.0,48336.0,48.0,276.0
2014-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.33,3.67,10.0,49.1,13.0,3.0,0.0,1.0,48336.0,48.0,276.0
2014-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.01,3.2,42.3,13.0,4.0,0.0,6.0,48336.0,48.0,276.0
2014-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.34,2.0,37.0,9.0,0.0,1.0,5.0,48336.0,48.0,276.0
2014-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.34,4.0,12.7,27.0,13.0,1.0,7.0,0.0,48336.0,48.0,276.0
2014-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.34,7.36,6.1,45.0,14.0,0.0,13.0,5.0,48336.0,48.0,276.0
2014-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33,5.02,5.5,66.8,17.0,1.0,6.0,1.0,48336.0,48.0,276.0
2014-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.02,3.2,21.5,16.0,3.0,8.0,1.0,48336.0,48.0,276.0
2014-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,4.34,9.0,25.4,17.0,0.0,0.0,0.0,48336.0,48.0,276.0
2014-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,3.17,5.7,26.0,12.0,0.0,1.0,0.0,48336.0,48.0,276.0
2014-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,4.68,5.5,26.5,4.0,0.0,0.0,3.0,48336.0,48.0,276.0
2014-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.6800000000000002,11.2,34.5,13.0,0.0,0.0,2.0,48336.0,48.0,276.0
2014-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.01,1.0,34.0,5.0,0.0,12.0,1.0,48336.0,48.0,276.0
2014-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6.34,4.0,33.2,8.0,1.0,2.0,1.0,48336.0,48.0,276.0
2014-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.34,3.68,11.355,50.7,8.0,0.0,0.0,2.1,48336.0,72.0,276.0
2014-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.68,1.5999999999999999,22.1,1.0,2.0,0.0,2.2,48336.0,72.0,276.0
2014-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.34,7.0200000000000005,7.2,47.275,9.0,0.0,5.0,4.0,48336.0,72.0,276.0
2014-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34,1.0,3.0,25.0,4.0,0.0,1.0,0.0,48336.0,72.0,276.0
2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,5.5,44.1,17.0,1.0,5.0,1.0,48336.0,72.0,276.0
2014-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.34,9.5,25.0,3.0,1.0,0.0,2.0,48336.0,72.0,276.0
2014-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.34,3.0700000000000003,1.0,27.6,11.0,0.0,0.0,0.0,48336.0,72.0,276.0
2014-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.68,5.35,3.8,47.0,11.0,0.0,0.0,2.0,48336.0,72.0,276.0
2014-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,5.7,7.0,30.4,12.0,1.0,1.0,5.0,48336.0,72.0,276.0
2014-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.34,2.68,6.5,19.6,22.0,3.0,2.0,2.0,48336.0,72.0,276.0
2014-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.31,4.36,5.3,15.5,10.0,0.0,26.0,2.0,48336.0,72.0,276.0
2014-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.34,1.6800000000000002,1.2,16.0,11.0,0.0,1.0,2.0,48336.0,72.0,276.0
2014-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,11.0,23.3,18.0,1.0,6.0,2.0,48336.0,72.0,276.0
2014-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.68,3.34,7.0,37.0,6.0,1.0,0.0,1.0,48336.0,72.0,276.0
2014-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,4.0,5.0,20.1,9.0,0.0,0.0,4.0,48336.0,72.0,276.0
2014-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.02,4.0,21.8,2.0,0.0,0.0,2.0,48336.0,72.0,276.0
2014-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.34,1.5999999999999999,38.2,5.0,0.0,7.0,4.2,48336.0,72.0,276.0
2014-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,3.68,4.5,40.0,4.0,0.0,2.0,1.0,48336.0,72.0,276.0
2014-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34,2.34,0.0,26.3,10.0,2.0,18.0,8.4,48336.0,72.0,276.0
2014-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.68,1.0,4.0,23.6,7.0,0.0,6.0,3.5,48336.0,72.0,276.0
2014-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.34,9.0,38.6,7.0,0.0,1.0,1.0,48336.0,72.0,276.0
2014-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34,3.99,9.0,6.699999999999999,7.0,3.0,3.0,0.0,48336.0,72.0,276.0
2014-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.33,2.0,20.7,6.0,1.0,1.0,5.0,48336.0,72.0,276.0
2014-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.67,2.0,8.0,11.0,3.0,0.0,9.0,5.0,48336.0,72.0,276.0
2014-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6.33,4.2,24.0,8.0,2.0,9.0,3.0,48336.0,72.0,276.0
2014-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.34,1.34,6.5,27.5,5.0,3.0,3.0,1.0,48336.0,96.0,276.0
2014-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.68,8.9,23.0,1.0,0.0,7.0,3.0,48336.0,96.0,276.0
2014-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.34,3.0,19.2,4.0,0.0,0.0,4.0,48336.0,96.0,276.0
2014-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.67,3.0,24.0,9.0,3.0,8.0,2.0,48336.0,96.0,276.0
2014-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,7.68,10.0,25.6,5.0,0.0,5.0,3.0,48336.0,96.0,276.0
2014-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.34,6.0,6.5,31.5,4.0,0.0,0.0,1.0,48336.0,96.0,276.0
2014-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.34,2.34,1.7,19.0,6.0,1.0,0.0,4.7,48336.0,96.0,276.0
2014-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.02,1.0,18.0,2.0,1.0,2.0,2.6,48336.0,96.0,276.0
2014-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33,1.6800000000000002,1.0,18.0,10.0,0.0,4.0,4.0,48336.0,96.0,276.0
2014-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,4.0,3.0,25.0,2.0,2.0,0.0,2.0,48336.0,96.0,276.0
2014-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0200000000000005,3.34,6.0,23.5,19.0,0.0,11.0,4.0,48336.0,96.0,276.0
2014-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34,4.68,5.35,28.28,10.0,0.0,5.0,5.0,48336.0,96.0,276.0
2014-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.34,3.0,6.4,18.7,12.0,0.0,10.0,1.0,48336.0,96.0,276.0
2014-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.01,4.2,25.62,1.0,0.0,6.0,4.0,48336.0,96.0,276.0
2014-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.34,0.34,7.2,16.0,19.0,0.0,0.0,0.0,48336.0,96.0,276.0
2014-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.0,8.0,23.3,10.0,1.0,0.0,5.0,48336.0,96.0,276.0
2014-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.34,3.35,4.0,22.3,7.0,0.0,3.0,5.0,48336.0,96.0,276.0
2014-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34,1.6800000000000002,2.1,13.5,8.0,0.0,0.0,1.0,48336.0,96.0,276.0
2014-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.34,7.165,3.3,32.0,8.0,1.0,0.0,1.0,48336.0,96.0,276.0
2014-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.34,2.34,3.0,24.9,8.0,1.0,2.0,1.0,48336.0,96.0,276.0
2014-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.1,26.0,6.0,0.0,6.0,2.0,48336.0,96.0,276.0
2014-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.02,5.0,24.9,10.0,1.0,1.0,3.0,48336.0,96.0,276.0
2014-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.34,2.67,5.5,35.0,12.0,1.0,6.0,4.0,48336.0,96.0,276.0
2014-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34,3.0900000000000003,3.0,29.1,8.0,2.0,0.0,2.0,48336.0,96.0,276.0
2014-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33,4.0200000000000005,4.4,30.3,6.0,1.0,5.0,0.4,48336.0,96.0,276.0
2014-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48336.0,120.0,276.0
2014-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.34,7.34,6.3,39.5,16.0,1.0,12.0,2.0,48336.0,120.0,276.0
2014-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.34,2.0,14.6,5.0,2.0,0.0,2.5,48336.0,120.0,276.0
2014-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.785,5.0,20.0,7.0,0.0,3.0,4.0,48336.0,120.0,276.0
2014-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.34,4.36,4.0,22.0,10.0,2.0,6.0,5.0,48336.0,120.0,276.0
2014-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33,6.32,3.0,16.8,8.0,1.0,3.0,11.0,48336.0,120.0,276.0
2014-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.34,3.4,20.4,10.0,3.0,0.0,5.0,48336.0,120.0,276.0
2014-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.0,4.2,16.0,12.0,2.0,1.0,2.0,48336.0,120.0,276.0
2014-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,6.0,9.0,39.4,15.0,3.0,1.0,5.0,48336.0,120.0,276.0
2014-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.34,3.34,9.0,12.0,8.0,0.0,5.0,2.0,48336.0,120.0,276.0
2014-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6799999999999997,0.34,6.2,32.0,7.0,0.0,25.0,7.5,48336.0,120.0,276.0
2014-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0200000000000005,6.0,24.3,4.0,0.0,0.0,3.0,48336.0,120.0,276.0
2014-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34,2.02,3.0,19.3,7.0,0.0,1.0,2.0,48336.0,120.0,276.0
2014-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.34,7.0,3.0,22.0,10.0,1.0,11.0,1.0,48336.0,120.0,276.0
2014-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34,7.68,3.0,35.0,14.0,1.0,0.0,2.0,48336.0,120.0,276.0
2014-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.34,3.84,6.1,12.8,5.0,0.0,3.0,9.0,48336.0,120.0,276.0
2014-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.375,7.0,27.0,10.0,1.0,0.0,3.6,48336.0,120.0,276.0
2014-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.68,9.5,15.4,6.0,1.0,0.0,3.0,48336.0,120.0,276.0
2014-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.68,1.33,1.2,8.0,8.0,0.0,2.0,4.0,48336.0,120.0,276.0
2014-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.34,3.9,17.5,8.0,2.0,10.0,7.0,48336.0,120.0,276.0
2014-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.713,5.0,28.0,11.0,1.0,0.0,9.0,48336.0,120.0,276.0
2014-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.68,3.34,7.4,18.0,7.0,1.0,0.0,5.0,48336.0,120.0,276.0
2014-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.34,5.0,28.6,12.0,1.0,1.0,6.0,48336.0,120.0,276.0
2014-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34,5.0200000000000005,1.4,10.280000000000001,9.0,0.0,2.0,5.1,48336.0,120.0,276.0
2014-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.34,6.3,27.0,13.0,0.0,0.0,2.0,48336.0,120.0,276.0
